"","METHOD","REGION","OBS_YEAR","ISLAND","SITE","REEF_ZONE","SITEVISITID","AVG_SITE_DEPTH_M","DEPTH_BIN","ACAS","ACBR","ACPH","ACTA","AMNE","AMSP","ANTI","ASPP","ASSP","ASTS","AVSP","BGMA","BI","BR","BRMA","BRY","CAUL","CCAH","CCAR","CHLS","CMOR","COL","COSP","COTS","CYPS","DICO","DICT","DISP","ECHL","ECHP","EMA","ENC","EUSP","FASP","FAVS","FINE","FOL","FREE","FUSP","GALI","GALS","GASP","GC","GONS","GOSP","GRMA","HALI","HARD","HCOE","HYCO","HYSP","ISSP","LEPS","LEPT","LESP","LOBO","LOBS","LOSY","MASS","MESP","MICR","MISP","MOBR","MOEN","MOFO","MONE","NEOM","NS","OCTO","OUSP","PACS","PADI","PAEN","PAFO","PAMA","PAVS","PESP","PHSP","PLER","PLLE","PLSP","POBR","POCS","POEN","POFO","POMA","PONM","PSSP","RDMA","RUB","SAND","SG","SP","STYS","SYSP","TAB","TUN","TURFH","TURFR","TURS","UI","UPMA","USC","ZO","N","new.N","MISSIONID","DATE_","SEC_NAME","LATITUDE_LOV","LONGITUDE_LOV","ANALYSIS_YEAR","ANALYSIS_SCHEME","TRANSECT_PHOTOS","EXCLUDE_FLAG"
"185","CPCE","MHI",2013,"Kauai","KAU-00302","Forereef",5715,2,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,4.333333333,0.333333333,0,0,0,2.333333333,0,0,0,0,0,0,80,0,0,0,4.666666667,0,0,320,300,"KAUAI1","5/1/2013","KAU_EAST",22.20655376,-159.5088557,"2013",NA,-1,-1
"186","CPCE","MHI",2013,"Kauai","KAU-00303","Forereef",5695,8,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401606426,1.204819277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401606426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.67068273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.409638554,0,0,0,0,0,0,0,0,0,0,0,74.69879518,0,0,0,3.212851406,0,0,330,249,"KAUAI1","4/30/2013","KAU_EAST",22.20784265,-159.5093345,"2013",NA,-1,-1
"187","CPCE","MHI",2013,"Kauai","KAU-00304","Forereef",5689,7,"Mid",0,0,0,0,0,0,0,0,0,0,0,0.673400673,0,0,0,0,0,1.683501684,0,0,0,0,0,0,0,0,0,0,0,0,0.336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336700337,0,0,0,0,0,0,0,0,0,0,0,0.336700337,0,0,0,0,17.50841751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.08417508,0,0,0,4.04040404,0,0,320,297,"KAUAI1","4/30/2013","KAU_EAST",22.20894185,-159.5094436,"2013",NA,-1,-1
"188","CPCE","MHI",2013,"Kauai","KAU-00305","Forereef",5690,8,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332225914,0.664451827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.328903654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.29900332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996677741,0,0,0.664451827,0.996677741,0,0,0,0.996677741,0,0,0,0,0,0,80.06644518,0,0,0,3.65448505,0,0,320,301,"KAUAI1","4/30/2013","KAU_EAST",22.209472,-159.5106245,"2013",NA,-1,-1
"189","CPCE","MHI",2013,"Kauai","KAU-00307","Forereef",5694,7,"Mid",0,0,0,0,0,0,0,0,0,0,0,0.367647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.36764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941176471,0,0,0,0,2.205882353,0,0,0,0,0,0,65.44117647,0,0,0,3.676470588,0,0,310,272,"KAUAI1","4/30/2013","KAU_EAST",22.20886029,-159.5115982,"2013",NA,-1,-1
"190","CPCE","MHI",2013,"Kauai","KAU-00308","Forereef",5687,2.438281012,"Shallow",0,0,0,0,0,0,0,0,0,0,0,1.612903226,0,0,0,0,0,2.580645161,0,0,0,0,0,0,0,0,0,0,0,0,0.64516129,0,0,0,0,0,0,0.322580645,0,0,0,0,0,0,0,0,0.322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322580645,0,0,1.290322581,0.322580645,0,0,0,0.967741935,0,0,0,0,0,0,72.25806452,0,0,0,0,0,0,320,310,"KAUAI1","4/30/2013","KAU_EAST",22.2105189,-159.5115847,"2013",NA,-1,-1
"191","CPCE","MHI",2013,"Kauai","KAU-00310","Forereef",5718,5.18134715,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0.326797386,0,0,0,0,0,6.862745098,0,0,0,0,0,0,0,0.326797386,0,0,0,0,0.653594771,0,0,0,0,0,0,0,0,0.326797386,0.653594771,0,0,0,0,0,1.307189542,0,0,0,0,0,0,0,0,0,0,0,0,0,1.633986928,0,0,3.921568627,0,0,0,0,0,0,0,0,0,0,0,0.326797386,0.653594771,0,0,0,0,0,2.614379085,0,0,1.633986928,0.326797386,0,0,0,0,0,0,0,0,0,0,76.79738562,0,0,0,1.633986928,0,0,320,306,"KAUAI1","5/2/2013","KAU_EAST",22.21235999,-159.5127053,"2013",NA,-1,-1
"192","CPCE","MHI",2013,"Kauai","KAU-00311","Forereef",5699,7,"Mid",0,0,0,0,0,0,0,0,0,0,0,1.683501684,0,0,0,0,0,2.02020202,0,0,0,0,0,0,0,2.356902357,0,0,0,0,0.336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336700337,0,0,9.764309764,0,0,0,0,0,0,0,0,0,0,0,0.336700337,2.02020202,0,0,0,0,0,0.336700337,0,0,1.01010101,1.346801347,0,0,0,0,0,0,0,0,0,0,75.75757576,0,0,0,1.683501684,0,0,320,297,"KAUAI1","5/2/2013","KAU_EAST",22.21362163,-159.5129588,"2013",NA,-1,-1
"193","CPCE","MHI",2013,"Kauai","KAU-00312","Forereef",5716,6.09570253,"Shallow",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0.333333333,0,0,0,0,4.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.333333333,0,0,1.666666667,0.333333333,0,0,0,1,0,0,0,0,0,0,77.33333333,0,0,0,0,0,0,320,300,"KAUAI1","5/2/2013","KAU_EAST",22.2131333,-159.5137305,"2013",NA,-1,-1
"194","CPCE","MHI",2013,"Kauai","KAU-00313","Forereef",5697,7,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,3.65448505,0,0,0,1.328903654,0,0,0,0,0,0,0,0,0,0,0,0,0.664451827,11.29568106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332225914,0,0,0,0,0,0,81.72757475,0,0,0,0.996677741,0,0,310,301,"KAUAI1","5/1/2013","KAU_EAST",22.21282351,-159.5147954,"2013",NA,-1,-1
"195","CPCE","MHI",2013,"Kauai","KAU-00320","Forereef",6128,24,"Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296735905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37388724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296735905,0,0,0,11.8694362,0,0,0,0,0,0,84.86646884,0,0,0,0.296735905,0,0,340,337,"HA1304","8/15/2013","KAU_NAPALI",22.10335753,-159.7602721,"2013-15","RAMP_BASIC",-1,0
"196","CPCE","MHI",2013,"Kauai","KAU-00321","Forereef",5696,3.657421518,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.63513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675675676,0,0,4.72972973,0,0,0,0,2.364864865,0,0,0,0,0,0,68.24324324,0,0,0,0,0,0.337837838,320,296,"KAUAI1","5/1/2013","KAU_EAST",22.2094772,-159.5119679,"2013",NA,-1,-1
"197","CPCE","MHI",2013,"Kauai","KAU-00323","Forereef",5701,5.790917403,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,3,0,0,0,0,0,0,0,1.333333333,0,0,0,0,5,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,3.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,0,0,4,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,3.666666667,0,0,320,300,"KAUAI1","5/2/2013","KAU_EAST",22.21199345,-159.5122582,"2013",NA,-1,-1
"198","CPCE","MHI",2013,"Kauai","KAU-00325","Forereef",5700,4.876562024,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0.328947368,0,0,0,0,0,8.552631579,0,0,0,0,0,0,0,0.657894737,0,0,0,0,11.84210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.592105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.644736842,0,0,2.302631579,0,0,0,0,0,0,0,0,0,0,0,66.11842105,0.328947368,0,0,2.302631579,0,0,320,304,"KAUAI1","5/2/2013","KAU_EAST",22.2129463,-159.5132949,"2013",NA,-1,-1
"199","CPCE","MHI",2013,"Kauai","KAU-00330","Forereef",6113,26.1,"Deep",0,0,0,0,0,0,0,0,0,0,0,2.006688963,0,0,0,0,0,1.337792642,0,0,0,0,0,0,0,0,0,0,0,0,0.334448161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334448161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02006689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334448161,0,0,0.334448161,0.334448161,0,0,0,4.347826087,0,0,0,0,0,0,83.27759197,0.668896321,0,0,0.668896321,0,0,310,299,"HA1304","8/15/2013","KAU_NAPALI",22.14169904,-159.7662223,"2013-15","RAMP_BASIC",-1,0
"200","CPCE","MHI",2013,"Kauai","KAU-00331","Forereef",5719,7,"Mid",0,0,0,0,0,0,0,0,0,0,0,0.322580645,0,0,0,0,0,2.580645161,0,0,0,0,0,0,0,0.322580645,0,0,0,0,1.290322581,0,0,0,0,0,0,0,0,0,1.612903226,0,0,0,0,0,0.64516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.290322581,0,0,1.290322581,0.322580645,0,0,0,0,0,0,0,0,0,0,81.29032258,0,0,0,2.580645161,0,0,320,310,"KAUAI1","5/2/2013","KAU_EAST",22.21437701,-159.5133377,"2013",NA,-1,-1
"201","CPCE","MHI",2013,"Kauai","KAU-00333","Forereef",6115,20.2,"Deep",0,0,0,0,0,0,0,0,0,0,0,1.307189542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307189542,0,0,0,0,0,0,0,0,0,0,0,0,0,2.614379085,0,0,3.921568627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307189542,0,0,0,0,10.13071895,0,0,0,0,0,0,79.41176471,0,0,0,0,0,0,310,306,"HA1304","8/15/2013","KAU_NAPALI",22.08782444,-159.77669,"2013-15","RAMP_BASIC",-1,0
"202","CPCE","MHI",2013,"Kauai","KAU-00334","Forereef",5705,5.486132277,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.56140351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.210526316,0.701754386,0,0,0,0,0,0,0,0,0,0,62.10526316,0,0,0,0,0,5.263157895,310,285,"KAUAI1","5/4/2013","KAU_EAST",22.21461338,-159.5020914,"2013",NA,-1,-1
"203","CPCE","MHI",2013,"Kauai","KAU-00335","Forereef",5722,5.486132277,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320512821,1.923076923,0,0,0,0,0,0,0,0.641025641,0,0,0,0,1.282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538,0,0,0,0,0,0,0,0,0,0,0,0.320512821,0,0,0,0,0,0,1.602564103,0,0,2.884615385,0.320512821,0,0,0,0,0,0,0,0,0,0,68.91025641,0,0,0,0.320512821,0,6.08974359,320,312,"KAUAI1","5/4/2013","KAU_EAST",22.21520347,-159.5030847,"2013",NA,-1,-1
"204","CPCE","MHI",2013,"Kauai","KAU-00336","Forereef",5706,4.876562024,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0.332225914,0,0,0,0,0,1.993355482,0,0,0,0,0,0,0,0.332225914,0,0,0,0,3.65448505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.312292359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.657807309,0,0,1.328903654,0,0,0,0,0,0,0,0,0,0,0,82.39202658,0,0,0,0.996677741,0,0,320,301,"KAUAI1","5/4/2013","KAU_EAST",22.21560714,-159.5038906,"2013",NA,-1,-1
"205","CPCE","MHI",2013,"Kauai","KAU-00337","Forereef",5721,6.09570253,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0.952380952,0,0,0,0,0,3.174603175,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.079365079,0,0,0,0,0,0,0,0,0,0,0,0.317460317,0,0,0,0,0,0,1.26984127,0,0,0.634920635,0.317460317,0,0,0,0,0,0,0,0,0,0,81.58730159,0,0,0,0,0,0,320,315,"KAUAI1","5/3/2013","KAU_EAST",22.21637207,-159.5037488,"2013",NA,-1,-1
"206","CPCE","MHI",2013,"Kauai","KAU-00338","Forereef",5704,7,"Mid",0,0,0,0,0,0,0,0,0,0,0,0.675675676,0,0,0,0,0,3.716216216,0,0,0,0,0,0,0,0,0,0,0,0,2.364864865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675675676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.756756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.351351351,0,0,0,0,0,0,0,0.337837838,0,0,0,0,0,0,83.10810811,0,0,0,1.013513514,0,0,310,296,"KAUAI1","5/3/2013","KAU_EAST",22.21768652,-159.5038459,"2013",NA,-1,-1
"207","CPCE","MHI",2013,"Kauai","KAU-00339","Forereef",5703,6.09570253,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0.328947368,0,0,0,0,0,4.276315789,0,0,0,0,0,0,0,0,0,0,0,0,8.881578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.618421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.67105263,0,0,0,0,0,0.328947368,320,304,"KAUAI1","5/3/2013","KAU_EAST",22.21783178,-159.5031637,"2013",NA,-1,-1
"208","CPCE","MHI",2013,"Kauai","KAU-00340","Forereef",5720,7,"Mid",0,0,0,0,0,0,0,0,0,0,0,0.641025641,0,0,0,0,0,2.243589744,0,0,0,0,0,0,0,0.320512821,0,0,0,0,1.602564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.615384615,0,0,0,0,0,0,0,0,0,0,0,0.320512821,0,0,0,0,0,0,1.282051282,0,0,0.641025641,0,0,0,0,0,0,0,0,0,0,0,82.05128205,0,0,0,0.961538462,0,0,320,312,"KAUAI1","5/3/2013","KAU_EAST",22.21913315,-159.503078,"2013",NA,-1,-1
"209","CPCE","MHI",2013,"Kauai","KAU-00341","Forereef",6123,21.5,"Deep",0,0,0,0,0,0,0,0,0,0,0,0.289017341,0,0,0,0,0,0.289017341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289017341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578034682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.312138728,0,0,0,0,1.445086705,0,0,0,0,0,0,93.35260116,0,0,0,1.445086705,0,0,350,346,"HA1304","8/15/2013","KAU_NAPALI",22.16818887,-159.7229065,"2013-15","RAMP_BASIC",-1,0
"210","CPCE","MHI",2013,"Kauai","KAU-00342","Forereef",5714,8,"Mid",0,0,0,0,0,0,0,0,0,0,0,0.331125828,0,0,0,0,0,3.642384106,0,0,0,0,0,0,0,0.331125828,0,0,0,0,1.986754967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993377483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.284768212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.986754967,0,0,1.324503311,0,0,0,0,0,0,0,0,0,0,0,81.78807947,0,0,0,0.331125828,0,0,320,302,"KAUAI1","5/3/2013","KAU_EAST",22.21979859,-159.5025311,"2013",NA,-1,-1
"211","CPCE","MHI",2013,"Kauai","KAU-00344","Forereef",5723,10,"Mid",0,0,0,0,0,0,0,0,0,0,0,2.076124567,0,0,0,0,0,5.190311419,0,0,0,0,0,0,0,0,0,0,0,0,0.346020761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692041522,0,0,0,0,14.18685121,0,0,0,0,0,0,0,0,0,0,0,0.346020761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346020761,0,0,0,0,0,0,76.47058824,0,0,0,0.346020761,0,0,320,289,"KAUAI1","5/4/2013","KAU_EAST",22.21678035,-159.5045749,"2013",NA,-1,-1
"212","CPCE","MHI",2013,"Kauai","KAU-00346","Forereef",6112,6.2,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88135593,0,0,0,0,0,0,0,0,0,0,0,0,4.406779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.016949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677966102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.91525424,0,0,0,1.355932203,0,4.745762712,310,295,"HA1304","8/15/2013","KAU_NAPALI",22.16368829,-159.697471,"2013-15","RAMP_BASIC",-1,0
"213","CPCE","MHI",2013,"Kauai","KAU-00347","Forereef",6127,7.5,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083333333,0,0,0,0,0,0,0,0,0,0,0,0,1.488095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.488095238,0,0,0,0,0,0,0,0,0,0,0,92.26190476,0,0,0,0,0,0,340,336,"HA1304","8/15/2013","KAU_NAPALI",22.12305802,-159.7364741,"2013-15","RAMP_BASIC",-1,0
"214","CPCE","MHI",2013,"Kauai","KAU-00348","Forereef",6125,3.6,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69740634,0,0,0,0,0,0,0,0,0,0,0,0,13.83285303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288184438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.60518732,0,0,0,0.576368876,0,0,350,347,"HA1304","8/15/2013","KAU_NAPALI",22.15610895,-159.7109315,"2013-15","RAMP_BASIC",-1,0
"215","CPCE","MHI",2013,"Kauai","KAU-00352","Forereef",6114,3,"Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.34862385,0,0,0,0,0,0,0,0,0,0,0,0,4.281345566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917431193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.84097859,0,0,0,0.611620795,0,0,350,327,"HA1304","8/15/2013","KAU_NAPALI",22.11829995,-159.7385471,"2013-15","RAMP_BASIC",-1,0
"216","CPCE","MHI",2013,"Kauai","KAU-00355","Forereef",5711,11,"Mid",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.666666667,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.666666667,0,0,0,0,1,0,0.333333333,0,0,0,0,54,0,0,0,0.333333333,0,0,320,300,"KAUAI1","5/6/2013","KAU_EAST",22.23212703,-159.4586612,"2013",NA,-1,-1
"217","CPCE","MHI",2013,"Kauai","KAU-00357","Forereef",6124,13,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320512821,0,0,0,6.41025641,0,0,0,0,0,0,91.66666667,0,0,0,0,0,0,320,312,"HA1304","8/15/2013","KAU_NAPALI",22.16778226,-159.6868105,"2013-15","RAMP_BASIC",-1,0
"218","CPCE","MHI",2013,"Kauai","KAU-00358","Forereef",5710,11,"Mid",0,0,0,0,0,0,0,0,0,0,0,2.430555556,0,0,0,0,0,3.472222222,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36111111,0,0,0,0,0,0,0,0,0,0,0,0.694444444,0,0,0,0,0,0,1.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.48611111,0,0,0,0.694444444,0,0,310,288,"KAUAI1","5/6/2013","KAU_EAST",22.22793415,-159.461804,"2013",NA,-1,-1
"219","CPCE","MHI",2013,"Kauai","KAU-00361","Forereef",6126,12,"Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.048780488,0,0,0,0,0,0,0,0.304878049,0,0,0,0,0.914634146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.524390244,0,0,0,0,0,0,0,0,0,0,0,0.304878049,0,0,0,0,0,0,0.914634146,0,0,2.43902439,0,0,0,0,0,0,0,0,0,0,0,90.54878049,0,0,0,0,0,0,330,328,"HA1304","8/15/2013","KAU_NAPALI",22.15460666,-159.7222055,"2013-15","RAMP_BASIC",-1,0
"220","CPCE","MHI",2013,"Kauai","KAU-00362","Forereef",5729,9,"Mid",0,0,0,0,0,0,0,0,0,0,0,0.324675325,0,0,0,0,0,13.96103896,0,0,0,0,0,0,0,0,0,0,0,0,12.66233766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.415584416,0,0,0,0,0,0,0,0,0,0,0,1.948051948,0,0,0,0,0,0,1.623376623,0,0,0.649350649,0,0,0,0,0,0,0,0,0,0,0,57.79220779,0,0,0,0.649350649,0,0.649350649,320,308,"KAUAI1","5/6/2013","KAU_EAST",22.23057445,-159.4614977,"2013",NA,-1,-1
"221","CPCE","MHI",2013,"Kauai","KAU-00363","Forereef",6111,14.5,"Mid",0,0,0,0,0,0,0,0,0,0,0,0.314465409,0,0,0,0,0,1.257861635,0,0,0,0,0,0,0,0,0,0,0,0,2.830188679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.773584906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886792453,0,0,0,0,0,0,0,3.144654088,0,0,0,0,0,0,86.16352201,0,0,0,0.314465409,0,0.314465409,320,318,"HA1304","8/15/2013","KAU_NAPALI",22.16838886,-159.7005375,"2013-15","RAMP_BASIC",-1,0
"222","CPCE","MHI",2013,"Kauai","KAU-00371","Forereef",5712,12,"Mid",0,0,0,0,0,0,0,0,0,0,0,1.650165017,0,0,0,0,0,6.600660066,0,0,0,0,0,0,0,0,0,0,0,0,4.620462046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.19141914,0,0,0,0,0,0,0,0,0,0,0,1.650165017,0,0,0,0,0,0,0.330033003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.62706271,0,0,0,0.330033003,0,0,320,303,"KAUAI1","5/6/2013","KAU_EAST",22.23015376,-159.4630762,"2013",NA,-1,-1
"223","CPCE","MHI",2013,"Kauai","KAU-00377","Forereef",5730,9,"Mid",0,0,0,0,0,0,0,0.626959248,0,0,0,0.940438871,0,0,0,0,0,0.940438871,0,0,0,0,0,0,0,0.313479624,0,0,0,0,0.940438871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940438871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.04702194,0,0,0,0,0,0,0,0.313479624,0,0,0,0.940438871,0,0,0,0,0,0,0,0,0,2.821316614,0,0,0,0,0.940438871,0,0,0,0,0,0,71.78683386,0,0,0,3.134796238,0,0.313479624,320,319,"KAUAI1","5/6/2013","KAU_EAST",22.2334528,-159.4553838,"2013",NA,-1,-1
